Sex = Female,Sex = Male,Age_Cat = Less than 25,Age_Cat = 25 - 45,Age_Cat = Greater than 45,Race = African-American,Race = Asian,Race = Caucasian,Race = Hispanic,Race = Native American,Race = Other,C_Charge_Degree = F,C_Charge_Degree = M,Priors_Count,Time_Served,Status
0,1,0,1,0,1,0,0,0,0,0,1,0,10,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,5,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,10,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,16,241,0
0,1,0,1,0,1,0,0,0,0,0,0,1,6,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,24,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,0,0,0,1,0,0,0,1,1,126,1
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,10,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,8,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,14,173,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0
0,1,1,0,0,0,0,0,1,0,0,0,1,0,23,0
0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,2,4,0
0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,5,4,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,9,5,1
0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,21,29,1
1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,1,0,0,0,0,1,0,0,0,0,1,4,33,0
1,0,0,1,0,1,0,0,0,0,0,1,0,22,3,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
0,1,0,0,1,1,0,0,0,0,0,1,0,3,2,1
0,1,0,1,0,1,0,0,0,0,0,0,1,9,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,27,1
0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0
0,1,0,1,0,0,1,0,0,0,0,0,1,6,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,56,1
0,1,0,1,0,1,0,0,0,0,0,1,0,13,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,40,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,19,13,1
0,1,0,0,1,1,0,0,0,0,0,0,1,7,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,4,1,0
1,0,0,1,0,0,0,0,1,0,0,1,0,2,9,0
0,1,0,1,0,0,0,1,0,0,0,1,0,3,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,1,4,0
1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,1,0,0,0,1,0,0,1,0,10,149,1
0,1,0,0,1,0,0,1,0,0,0,1,0,6,2,0
0,1,1,0,0,1,0,0,0,0,0,1,0,8,214,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,8,348,0
0,1,0,0,1,1,0,0,0,0,0,0,1,20,46,1
0,1,0,1,0,1,0,0,0,0,0,0,1,10,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,6,0
0,1,0,0,1,1,0,0,0,0,0,1,0,4,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,33,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,29,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1
0,1,1,0,0,0,0,1,0,0,0,1,0,2,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,3,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,11,51,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,37,1
0,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1
0,1,0,0,1,0,0,1,0,0,0,1,0,3,2,1
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,16,0,0
0,1,0,1,0,0,0,0,1,0,0,0,1,3,5,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,16,1,0
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,19,179,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,13,242,0
0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,2,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,2,97,1
0,1,0,1,0,1,0,0,0,0,0,1,0,14,0,0
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,8,239,1
1,0,0,1,0,0,0,0,0,0,1,1,0,4,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,1,0,2,8,0
0,1,0,0,1,0,0,1,0,0,0,1,0,2,2,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,4,1
0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0
1,0,0,0,1,1,0,0,0,0,0,1,0,2,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,5,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,9,424,0
1,0,0,1,0,1,0,0,0,0,0,0,1,3,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,13,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,22,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,1,3,0
0,1,0,0,1,0,0,1,0,0,0,0,1,4,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,2,3,1
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,31,0
1,0,0,1,0,0,0,1,0,0,0,1,0,1,9,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,3,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,4,9,0
0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,3,0
0,1,0,1,0,0,0,0,0,0,1,1,0,2,28,1
0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,2,1,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0,0,1,0,0,0,1,0,0,1,0,18,1,1
0,1,0,0,1,0,0,0,1,0,0,0,1,0,5,1
0,1,0,1,0,0,0,0,0,0,1,1,0,6,17,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,15,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,9,58,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,2,1,1
0,1,0,0,1,0,0,1,0,0,0,1,0,3,13,1
0,1,0,0,1,0,0,1,0,0,0,0,1,6,18,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1
0,1,0,0,1,0,0,1,0,0,0,1,0,2,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,5,34,1
1,0,0,1,0,0,0,1,0,0,0,0,1,1,6,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0
0,1,0,1,0,1,0,0,0,0,0,0,1,4,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,119,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,6,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,29,5,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,11,0,0
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,1,0,4,3,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
0,1,1,0,0,0,0,1,0,0,0,1,0,1,236,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,22,1
0,1,0,1,0,0,0,1,0,0,0,1,0,6,2,0
0,1,0,1,0,0,0,1,0,0,0,0,1,3,11,0
0,1,0,0,1,0,0,1,0,0,0,1,0,5,1,0
0,1,0,0,1,0,0,0,0,0,1,1,0,0,27,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,28,0
0,1,0,0,1,1,0,0,0,0,0,1,0,10,175,1
0,1,1,0,0,1,0,0,0,0,0,0,1,0,3,1
0,1,1,0,0,0,0,1,0,0,0,1,0,2,15,0
0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1
0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,4,82,0
0,1,0,0,1,0,0,1,0,0,0,1,0,3,14,1
0,1,1,0,0,1,0,0,0,0,0,1,0,3,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,13,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,2,5,1
0,1,0,1,0,1,0,0,0,0,0,1,0,6,0,1
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,17,1,0
0,1,0,1,0,0,0,0,0,0,1,1,0,0,83,0
0,1,0,0,1,0,0,1,0,0,0,1,0,6,1,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,19,3,1
0,1,0,0,1,0,0,1,0,0,0,0,1,12,3,1
0,1,0,1,0,1,0,0,0,0,0,0,1,6,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,11,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,0,0,0,1,1,0,7,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,12,12,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0
1,0,0,1,0,0,0,1,0,0,0,0,1,3,10,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,40,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,50,0
0,1,0,1,0,0,0,1,0,0,0,1,0,7,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,15,4,0
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,4,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
1,0,0,1,0,0,0,1,0,0,0,1,0,3,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,3,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,11,1,0
1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1
0,1,0,0,1,1,0,0,0,0,0,0,1,3,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,10,1,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,0,1,1,0,0,0,0,0,1,0,5,3,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,53,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,4,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,15,104,1
0,1,0,1,0,1,0,0,0,0,0,1,0,6,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,6,41,1
1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1
1,0,0,1,0,1,0,0,0,0,0,1,0,1,8,1
0,1,0,1,0,0,0,1,0,0,0,0,1,5,6,0
0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
0,1,1,0,0,0,0,1,0,0,0,1,0,8,35,0
0,1,0,1,0,1,0,0,0,0,0,0,1,8,0,0
1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,4,3,1
0,1,0,1,0,0,0,1,0,0,0,0,1,5,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,6,118,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,3,7,0
1,0,0,0,1,0,0,1,0,0,0,1,0,1,25,1
1,0,0,1,0,1,0,0,0,0,0,1,0,1,26,1
0,1,0,0,1,0,0,1,0,0,0,1,0,7,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,7,1
1,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,2,2,0
0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,1
0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,0,0,1,0,1,3,1
0,1,0,1,0,0,0,0,1,0,0,0,1,4,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,1,7,1
0,1,0,0,1,1,0,0,0,0,0,1,0,15,80,0
0,1,0,0,1,0,0,0,1,0,0,1,0,1,17,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,749,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,5,0
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,2,28,1
0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0
0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,1
0,1,1,0,0,0,0,0,1,0,0,1,0,1,10,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,5,0,0
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,1,5,1
0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,1,0,0,1,0,2,1,1
0,1,0,0,1,1,0,0,0,0,0,1,0,3,3,1
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,2,21,1
1,0,0,0,1,0,0,1,0,0,0,0,1,0,29,1
0,1,0,1,0,0,0,0,1,0,0,1,0,3,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,17,51,0
0,1,0,1,0,0,0,1,0,0,0,1,0,3,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,9,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,5,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,9,23,0
0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,33,0
1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,0,0,0,1,0,0,1,0,0,0,0,1,0,7,0
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,0,1,0,0,1,0,16,29,0
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,1
0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,62,0
0,1,1,0,0,1,0,0,0,0,0,1,0,7,199,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,19,1
1,0,0,1,0,0,0,1,0,0,0,1,0,5,41,0
0,1,0,0,1,1,0,0,0,0,0,0,1,3,14,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1,0,0,1,0,0,0,1,0,0,0,1,0,6,24,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1,0,0,1,0,0,0,0,1,0,0,0,1,2,3,1
0,1,0,1,0,1,0,0,0,0,0,1,0,9,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,9,1,0
0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,9,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,9,19,0
0,1,1,0,0,1,0,0,0,0,0,0,1,2,7,0
0,1,0,1,0,1,0,0,0,0,0,1,0,21,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,3,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0
0,1,1,0,0,0,0,0,1,0,0,1,0,2,35,1
0,1,1,0,0,0,0,1,0,0,0,0,1,3,26,0
1,0,0,0,1,1,0,0,0,0,0,1,0,5,0,1
1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,5,55,0
0,1,0,0,1,1,0,0,0,0,0,1,0,14,7,1
0,1,0,1,0,1,0,0,0,0,0,0,1,2,15,0
0,1,0,0,1,1,0,0,0,0,0,0,1,11,32,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1
0,1,1,0,0,1,0,0,0,0,0,1,0,2,86,0
1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,1,0,0,1,0,0,0,1,0,8,30,0
0,1,0,1,0,0,0,0,1,0,0,1,0,3,9,0
0,1,0,0,1,1,0,0,0,0,0,1,0,3,2,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,33,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,8,11,0
0,1,0,1,0,1,0,0,0,0,0,0,1,6,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,10,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,12,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,45,0
0,1,0,1,0,1,0,0,0,0,0,0,1,7,8,0
0,1,0,1,0,1,0,0,0,0,0,0,1,1,29,0
0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,3,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,13,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,125,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,6,0,0
0,1,0,1,0,0,0,0,1,0,0,1,0,2,1,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,6,67,0
0,1,1,0,0,1,0,0,0,0,0,0,1,2,49,0
0,1,0,0,1,1,0,0,0,0,0,1,0,12,1,0
0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,49,1
0,1,0,0,1,0,0,1,0,0,0,1,0,6,0,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,2,2,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,1
0,1,0,0,1,1,0,0,0,0,0,1,0,9,64,1
0,1,1,0,0,1,0,0,0,0,0,0,1,9,3,0
1,0,1,0,0,1,0,0,0,0,0,1,0,2,2,1
0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1
0,1,0,1,0,0,0,0,0,0,1,0,1,5,5,0
1,0,0,1,0,0,0,1,0,0,0,0,1,22,26,0
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0
1,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,1,13,0
0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,5,54,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,1,1
0,1,1,0,0,1,0,0,0,0,0,0,1,1,2,0
0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1
0,1,0,1,0,0,0,1,0,0,0,0,1,4,7,0
